Organization Name,Direct Cost,Indirect Cost,Funding
NORTH CAROLINA STATE UNIVERSITY RALEIGH,13245682,4190869,17366647
"CHEMINPHARMA, LLC",0,0,105311
RUTGERS BIOMEDICAL/HEALTH SCIENCES-RBHS,179348,70731,250079
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,66699612,29489006,94736982
"PHOENIX SCIENCE AND TECHNOLOGY, INC.",0,0,519049
"BEHAVIORAL DIAGNOSTICS, INC.",0,0,167918
"NAJIT TECHNOLOGIES, INC.",0,0,994154
ST. JUDE CHILDREN'S RESEARCH HOSPITAL,31649076,18083936,64634574
"MISSOURI BREAKS RESEARCH, INC.",463665,59690,523355
WAKE FOREST UNIVERSITY HEALTH SCIENCES,63685413,22363764,98968006
"PLANTVAX, INC.",0,0,753417
"OLFACTOR LABORATORIES, INC.",0,0,180636
EL PASO COMMUNITY COLLEGE,526101,42088,568189
"LIFE BIOSCIENCE, INC.",0,0,299034
NORTHSIDE HOSPITAL ATLANTA,103500,0,103500
UNION GRADUATE COLLEGE,246399,6587,252986
ALLINA HEALTH SYSTEM,479238,130186,609424
CASE WESTERN RESERVE UNIVERSITY,118497990,48367359,173162699
PENNSYLVANIA STATE UNIVERSITY,44721587,15826217,56825009
ROSALIND FRANKLIN UNIV OF MEDICINE & SCI,5593797,2467978,8061775
IIT RESEARCH INSTITUTE,195050,243798,2176134
PROTEIN SOCIETY,5000,0,5000
HARVARD UNIVERSITY (SCH OF PUBLIC HLTH),96867426,25185418,115870367
"ULTRADIAN DIAGNOSTICS, LLC",0,0,723824
EMANUEL HOSPITAL AND HEALTH CENTER,1772264,918033,2690297
"TECHSHOT, INC.",0,0,915967
CALIFORNIA STATE UNIV-DOMINGUEZ HILLS,508840,39250,513866
"TORREY PINES PHARMACEUTICALS, INC.",0,0,266344
"INNOVATIVE SURFACE TECHNOLOGIES, INC.",0,0,746223
MOUNT SINAI MEDICAL CENTER (MIAMI BEACH),396177,180908,467134
SPALDING UNIVERSITY,0,1630,1630
"XALUD THERAPEUTICS, INC.",0,0,1290905
"SAFE MEDICAL DESIGN, LLC",0,0,147039
AMERICAN SOCIETY OF ADDICTION MEDICINE,24600,0,24600
STANFORD UNIVERSITY,249958508,106682506,357812990
"POWERHOUSE PROTEOMIC SYSTEMS, LLC",0,0,274952
"APPLIED INTEGRIN SCIENCES, INC.",0,0,458779
"MAGARRAY, INC.",0,0,940623
ROWAN UNIVERSITY SCHOOL/OSTEOPATHIC MED,590912,306138,897050
BIOMEDICAL ENGINEERING SOCIETY,10000,0,10000
"NEWOMICS, INC",0,0,525000
"CARING TECHNOLOGIES, INC.",0,0,1043910
"GENOMICS USA, INC.",71400,28560,1012132
"MBC RESEARCH, INC.",0,0,319387
"NEUROSIGMA, INC.",0,0,644748
HUMAN SCIENCES RESEARCH COUNCIL,31794,2544,34338
"BLUEGRASS ADVANCED MATERIALS, LLC",0,0,217689
"PRECISION BIOSERVICES, INC.",0,0,3781713
VASSAR COLLEGE,217500,45675,263175
RHODE ISLAND HOSPITAL,21606725,8988444,30461209
"IMMUMETRIX, LLC",0,0,267693
LOMA LINDA UNIVERSITY,7289340,2975910,10265250
"CHRONO THERAPEUTICS, INC.",0,0,1463029
UNIV OF MED/DENT NJ-SCH OF PUBLIC HEALTH,95433,46649,142082
"PRIMITY, INC.",0,0,822734
"SAVANT HWP, INC.",1809742,697553,2507295
UNIVERSITY OF COLORADO DENVER,139123711,48678249,184692174
"VIRAL GENOMIX, INC.",0,0,1312685
"CHRYSALIS BIOTHERAPEUTICS, INC.",0,0,2310343
MINITUBE OF AMERICA,0,0,1000000
COLORADO SCHOOL OF MINES,401516,78879,480395
"CYNVENIO BIOSYSTEMS, INC.",0,0,1701281
SHEPPARD AND ENOCH PRATT HOSPITAL,156993,71828,228821
ADDIS ABABA UNIVERSITY,298553,18475,317028
CERNO BIOSCIENCE,0,0,215676
UNIVERSITY OF MASSACHUSETTS AMHERST,15697752,5981115,21678867
"NAVIDEA BIOPHARMACEUTICALS, INC.",0,0,410638
UNIVERSITY OF SYDNEY,911620,53967,965587
ADEPTRIX CORPORATION,0,0,349034
UNIVERSITY OF TEXAS HLTH CTR AT TYLER,1279200,390073,1669273
"ACCESSIBLE DESIGNS, INC.",0,0,477689
CENTER FOR CONSTRUCTION RES AND TRAINING,4401541,0,4401541
